album_id,title,record_type,record_label,critic_score,user_score,released,genres,tags,artists
836,Walls and Bridges,LP,Apple,,70.0,1974-09-26,"['Pop Rock', 'Blues Rock']","['melancholic,  melodic,  lonely,  sarcastic,  bittersweet,  breakup,  male vocals,  love,  mellow,  playful,  longing,  passionate']",['John Lennon']
842,Rough,LP,United Artists,60.0,63.0,1995-08-07,"['Rock', 'Rhythm & Blues', 'Disco', 'Pop Soul']",['female vocals'],['Tina Turner']
843,Love Explosion,LP,United Artists,50.0,56.0,1979-10-01,"['Disco', 'Soul', 'Rock']",['female vocals'],['Tina Turner']
844,Break Every Rule,LP,Capitol,,64.0,1986-09-29,"['Pop Rock', 'Adult Contemporary', 'Pop Soul', 'Contemporary R&B', 'Sophisti-Pop', 'AOR', 'Boogie']","['female vocals,  rhythmic,  mellow,  rebellious,  melancholic,  romantic,  melodic,  atmospheric,  love,  bittersweet,  passionate,  lush,  sentimental,  eclectic,  sensual,  mechanical']",['Tina Turner']
845,Foreign Affair,LP,Gong,60.0,,1989-09-19,"['Pop Rock', 'Adult Contemporary', 'Soul', 'Contemporary R&B', 'AOR', 'Blues Rock', 'Sophisti-Pop']","['female vocals,  romantic,  melodic,  playful,  epic,  love,  lush,  sentimental,  eclectic,  sensual,  energetic']",['Tina Turner']
848,Twenty Four Seven,LP,Virgin,60.0,60.0,1999-10-28,"['Pop', 'Contemporary R&B', 'Pop Rock', 'Pop Soul']",['female vocals'],['Tina Turner']
849,Lionel Richie,LP,Motown,85.0,60.0,2003-05-06,"['Adult Contemporary', 'Pop Soul', 'Boogie', 'Contemporary R&B']",['male vocals'],['Lionel Richie']
850,Can't Slow Down,LP,Motown,,64.0,1983-10-11,"['Pop Soul', 'Adult Contemporary', 'Smooth Soul']","['male vocals,  breakup,  mellow,  passionate,  eclectic,  love,  melodic']",['Lionel Richie']
851,Dancing on the Ceiling,LP,Motown Records,80.0,,1986-07-15,"['Pop Soul', 'Adult Contemporary', 'Pop Rock']","['love,  male vocals,  energetic']",['Lionel Richie']
856,Coming Home,LP,Universal Music,40.0,,2006-09-12,"['Soul', 'Pop Soul']",['male vocals'],['Lionel Richie']
859,Whitney Houston,LP,Arista Records,,70.0,1985-02-14,"['Contemporary R&B', 'Pop', 'Pop Soul', 'Dance-Pop', 'Smooth Soul', 'Adult Contemporary']","['female vocals,  romantic,  passionate,  sentimental,  love,  uplifting,  rhythmic']",['Whitney Houston']
862,I'm Your Baby Tonight,LP,Arista,,60.0,1990-11-06,"['Pop', 'Contemporary R&B', 'New Jack Swing', 'Adult Contemporary', 'Dance-Pop', 'Pop Soul']","['female vocals,  anthemic,  sensual,  playful,  love,  sentimental,  melodic']",['Whitney Houston']
863,My Love Is Your Love,LP,Arista,,66.0,1998-11-17,"['Contemporary R&B', 'Pop', 'Adult Contemporary', 'Pop Soul']","['female vocals,  nocturnal,  warm,  ballad,  breakup,  playful,  love,  sentimental']",['Whitney Houston']
864,Just Whitney...,LP,Arista,52.0,51.0,2002-12-10,['Contemporary R&B'],['female vocals'],['Whitney Houston']
866,I Look to You,LP,Arista,69.0,55.0,2009-08-31,"['Contemporary R&B', 'Adult Contemporary', 'Dance-Pop', 'Pop Soul']","['female vocals,  triumphant,  uplifting,  party,  melodic,  love']",['Whitney Houston']
867,Cold Spring Harbor,LP,Family,50.0,65.0,1971-11-01,"['Piano Rock', 'Singer/Songwriter', 'Soft Rock']","['melancholic,  serious,  melodic,  male vocals,  sad,  passionate,  acoustic']",['Billy Joel']
868,Piano Man,LP,Sony Records,,,1973-11-09,"['Singer/Songwriter', 'Piano Rock', 'Pop Rock', 'Soft Rock', 'Americana']","['love,  uplifting,  romantic,  sentimental,  male vocals,  optimistic,  melodic,  soft,  poetic,  bittersweet,  passionate,  history,  pastoral,  playful,  quirky,  nocturnal,  melancholic,  deadpan,  urban,  breakup,  triumphant']",['Billy Joel']
869,Streetlife Serenade,LP,Columbia,60.0,64.0,1998-10-20,"['Piano Rock', 'Singer/Songwriter', 'Pop Rock', 'Soft Rock']","['sentimental,  male vocals,  melodic,  passionate']",['Billy Joel']
870,Turnstiles,LP,Columbia,80.0,72.0,1976-05-19,"['Pop Rock', 'Piano Rock', 'Singer/Songwriter', 'Progressive Pop']","['melodic,  melancholic,  bittersweet,  mellow,  sentimental,  male vocals']",['Billy Joel']
871,The Stranger,LP,Columbia,,76.0,1977-09-29,"['Pop Rock', 'Piano Rock', 'Singer/Songwriter', 'Soft Rock']","['male vocals,  sentimental,  love,  urban,  calm,  melodic,  bittersweet,  playful,  soft,  mellow,  passionate,  warm,  poetic,  ballad,  introspective,  uplifting,  eclectic,  melancholic']",['Billy Joel']
872,52nd Street,LP,Columbia,70.0,72.0,1978-10-13,"['Piano Rock', 'Singer/Songwriter', 'Pop Rock', 'Jazz-Rock']","['male vocals,  melodic,  sentimental,  urban,  warm,  lush']",['Billy Joel']
873,Glass Houses,LP,Columbia,75.0,69.0,1980-03-10,"['Pop Rock', 'Piano Rock', 'Singer/Songwriter', 'New Wave']","['melodic,  soft,  uplifting,  mellow,  male vocals,  energetic']",['Billy Joel']
874,The Nylon Curtain,LP,Columbia,75.0,70.0,1982-09-17,"['Piano Rock', 'Pop Rock', 'Singer/Songwriter']","['melancholic,  angry,  melodic,  male vocals,  conscious,  serious']",['Billy Joel']
875,An Innocent Man,LP,Columbia,,69.0,1983-08-08,"['Pop Rock', 'Piano Rock', 'Doo-Wop']","['male vocals,  happy,  melodic,  love,  energetic,  rhythmic']",['Billy Joel']
876,The Bridge,LP,Columbia,65.0,59.0,1986-07-29,"['Piano Rock', 'Pop Rock', 'AOR']",[],['Billy Joel']
877,Storm Front,LP,CBS,60.0,67.0,1989-10-17,"['Pop Rock', 'AOR', 'Piano Rock']","['male vocals,  mellow,  melodic,  soft']",['Billy Joel']
878,River of Dreams,LP,Columbia,70.0,58.0,1993-08-10,"['Pop Rock', 'Piano Rock']",[],['Billy Joel']
879,Got to Be There,LP,Motown,64.0,59.0,1972-01-24,"['Pop Soul', 'Motown Sound', 'Baroque Pop']","['love,  male vocals,  longing,  romantic,  melodic,  passionate']",['Michael Jackson']
880,Ben,LP,Motown,65.0,57.0,1972-08-04,"['Pop Soul', 'Motown Sound']","['male vocals,  love,  longing,  romantic,  melodic,  passionate']",['Michael Jackson']
882,"Forever, Michael",LP,Motown,64.0,55.0,1975-01-16,"['Pop Soul', 'Disco', 'Funk']","['male vocals,  longing,  romantic,  melodic,  rhythmic,  passionate,  lush,  love']",['Michael Jackson']
883,Off the Wall,LP,Epic,,77.0,1979-08-10,"['Disco', 'Pop', 'Funk', 'Pop Soul', 'Contemporary R&B', 'Dance-Pop', 'Boogie']","['party,  happy,  male vocals,  warm,  rhythmic,  love,  energetic,  lush,  nocturnal,  romantic,  passionate,  uplifting,  hedonistic,  sexual']",['Michael Jackson']
884,Thriller,LP,Epic,100.0,79.0,1982-11-30,"['Contemporary R&B', 'Pop', 'Dance-Pop', 'Disco', 'Funk', 'Pop Soul', 'Synth Funk']","['energetic,  romantic,  party,  melodic,  male vocals,  rhythmic,  playful,  sensual,  passionate,  love,  anthemic,  warm,  sentimental,  lush,  nocturnal,  eclectic,  urban,  optimistic']",['Michael Jackson']
885,Bad,LP,Epic,83.0,73.0,1987-08-25,"['Dance-Pop', 'Contemporary R&B', 'Pop', 'Pop Soul', 'Synth Funk', 'Pop Rock', 'Funk']","['playful,  romantic,  energetic,  male vocals,  rhythmic,  love,  optimistic,  uplifting,  urban,  passionate,  party,  longing,  androgynous vocals']",['Michael Jackson']
886,Dangerous,LP,Epic,76.0,67.0,1991-11-26,"['New Jack Swing', 'Pop', 'Contemporary R&B', 'Dance-Pop', 'Hip Hop']","['rhythmic,  male vocals,  sexual,  eclectic,  passionate,  energetic,  romantic,  uplifting,  urban,  anxious,  conscious,  melodic,  love']",['Michael Jackson']
887,Michael,LP,Epic,90.0,44.0,2010-12-14,"['Contemporary R&B', 'Pop', 'Dance-Pop']","['warm,  passionate,  male vocals,  energetic']",['Michael Jackson']
888,XSCAPE,LP,Epic,62.0,57.0,2014-05-13,"['Contemporary R&B', 'Pop', 'Dance-Pop', 'Electropop']","['passionate,  male vocals,  energetic,  rhythmic,  love']",['Michael Jackson']
889,Madonna,LP,Sire,,72.0,1983-07-27,"['Dance-Pop', 'Synthpop', 'Electro-Disco', 'Hi-NRG', 'Synth Funk', 'Freestyle']","['female vocals,  energetic,  melodic,  rhythmic,  party,  uplifting,  love,  optimistic,  playful,  nocturnal,  bittersweet,  lush,  breakup,  sexual,  anthemic,  romantic,  happy,  longing']",['Madonna']
890,Like a Virgin,LP,Sire,90.0,66.0,1984-11-12,"['Synthpop', 'Dance-Pop', 'Pop', 'New Wave']","['female vocals,  melodic,  love,  playful,  sexual,  romantic,  energetic,  rhythmic,  uplifting,  urban,  party,  longing,  passionate,  sentimental,  bittersweet,  breakup']",['Madonna']
891,Like a Prayer,LP,Sire,88.0,72.0,1989-03-21,"['Pop', 'Dance-Pop', 'Pop Soul', 'Art Pop', 'Funk']","['female vocals,  melodic,  introspective,  love,  eclectic,  rhythmic,  playful,  bittersweet,  uplifting,  spiritual,  passionate,  longing,  warm,  sentimental,  sensual,  lush,  concept album']",['Madonna']
892,True Blue,LP,Sire,,71.0,1986-06-30,"['Synthpop', 'Dance-Pop']","['female vocals,  party,  love,  melodic,  passionate,  energetic,  romantic,  playful,  sensual,  longing,  uplifting,  warm,  sentimental,  nocturnal,  bittersweet']",['Madonna']
893,Erotica,LP,Maverick,76.0,70.0,1992-10-20,"['Dance-Pop', 'Contemporary R&B', 'New Jack Swing', 'House', 'Downtempo', 'Deep House', 'Sophisti-Pop', 'Trip Hop']","['sexual,  sensual,  female vocals,  LGBT,  cold,  bittersweet,  nocturnal,  urban,  apathetic,  hedonistic,  love,  atmospheric,  hypnotic,  rhythmic,  party,  concept album,  ethereal,  energetic,  passionate']",['Madonna']
894,Bedtime Stories,LP,Maverick,76.0,68.0,1994-10-25,"['Pop', 'Contemporary R&B', 'Dance-Pop', 'Trip Hop', 'Sophisti-Pop', 'New Jack Swing']","['atmospheric,  female vocals,  soft,  sensual,  longing,  warm,  romantic,  playful,  sexual,  uplifting,  love,  mellow,  melodic,  bittersweet,  ethereal']",['Madonna']
895,Ray of Light,LP,Maverick,75.0,74.0,1998-02-26,"['Downtempo', 'Art Pop', 'Trip Hop', 'Vocal Trance', 'Ambient Pop']","['female vocals,  atmospheric,  melodic,  spiritual,  introspective,  meditative,  psychedelic,  ethereal,  hypnotic,  poetic,  love,  philosophical,  melancholic,  aquatic,  passionate,  energetic,  longing,  bittersweet,  winter,  uplifting,  rhythmic,  lush,  eclectic']",['Madonna']
896,Music,LP,Maverick,76.0,64.0,2000-09-19,"['Electropop', 'Dance-Pop', 'Downtempo', 'Glitch Pop', 'Folk Pop', 'Art Pop', 'Folktronica']","['futuristic,  female vocals,  melancholic,  melodic,  introspective,  rhythmic,  love,  eclectic,  uplifting,  longing,  bittersweet,  psychedelic,  passionate,  sombre,  ethereal']",['Madonna']
897,American Life,LP,Maverick,62.0,59.0,2003-04-22,"['Electropop', 'Folktronica', 'Electroclash', 'Art Pop', 'Folk Pop', 'Glitch Pop']","['anxious,  political,  cold,  introspective,  female vocals,  protest,  futuristic,  rebellious,  sarcastic,  conscious,  alienation,  self-hatred,  rhythmic,  eclectic,  spiritual,  urban,  lonely,  existential,  angry,  quirky,  melancholic,  love,  longing']",['Madonna']
898,Confessions on a Dance Floor,LP,Warner Bros.,75.0,70.0,2005-11-11,"['Dance-Pop', 'Nu-Disco', 'Electro House', 'Electro-Disco', 'Hi-NRG']","['nocturnal,  futuristic,  party,  female vocals,  introspective,  atmospheric,  melodic,  urban,  rhythmic,  energetic,  love,  anthemic,  concept album,  bittersweet,  lush,  breakup,  passionate,  uplifting,  eclectic,  rebellious,  longing']",['Madonna']
899,Hard Candy,LP,Warner Bros.,63.0,51.0,2008-04-28,"['Dance-Pop', 'Contemporary R&B', 'Funky House', 'Electropop']","['energetic,  female vocals,  sexual,  rhythmic,  urban,  playful,  party']",['Madonna']
900,MDNA,LP,Interscope,59.0,48.0,2012-03-26,"['Electropop', 'Dance-Pop', 'Electro House', 'Brostep']","['female vocals,  love,  boastful,  energetic,  drugs,  rhythmic,  uplifting,  party,  dense,  nocturnal,  sexual,  romantic,  playful,  hedonistic']",['Madonna']
901,Rebel Heart,LP,Interscope,66.0,50.0,2015-03-10,"['Electropop', 'Dance-Pop', 'Contemporary R&B', 'Electro House']","['female vocals,  party,  sarcastic,  introspective,  love,  energetic,  melodic,  rhythmic,  boastful,  playful,  dense,  nocturnal,  longing,  urban,  breakup,  bittersweet']",['Madonna']
902,Madame X,LP,Interscope,70.0,48.0,2019-06-14,"['Pop', 'Dance-Pop', 'Art Pop', 'Electropop', 'Contemporary R&B', 'Latin Pop']","['eclectic,  passionate,  political,  female vocals,  melodic,  concept album,  bittersweet,  urban,  conscious,  rhythmic,  protest,  quirky']",['Madonna']
903,Pieces of a Man,LP,Flying Dutchman,88.0,79.0,1971-09-01,"['Soul', 'Jazz-Funk', 'Soul Jazz', 'Spoken Word', 'Singer/Songwriter']","['political,  conscious,  urban,  introspective,  poetic,  male vocals,  sombre,  bittersweet,  passionate,  lush,  serious,  rhythmic,  protest']",['Gil Scott-Heron']
904,Free Will,LP,Flying Dutchman,60.0,70.0,2001-09-25,"['Soul', 'Jazz Poetry', 'Spoken Word', 'Soul Jazz', 'Rhythm & Blues']","['political,  male vocals,  rhythmic,  conscious,  melodic,  poetic,  serious,  urban,  bittersweet,  lush,  introspective']",['Gil Scott-Heron']
906,Real Eyes,LP,Arista,60.0,69.0,1994-08-24,"['Soul', 'Jazz-Funk']",[],['Gil Scott-Heron']
907,Reflections,LP,Arista,50.0,73.0,1981-01-01,"['Soul Jazz', 'Soul', 'Spoken Word', 'Poetry', 'Funk', 'Pop Reggae', 'Jazz Poetry', 'Jazz-Funk']","['tone poem,  anthemic,  rhythmic,  mellow,  political,  longing,  melancholic,  warm,  uplifting,  urban,  technical,  melodic,  poetic,  progressive,  atmospheric,  lush,  sentimental,  eclectic,  male vocals,  conscious']",['Gil Scott-Heron']
908,Moving Target,LP,Arista,60.0,68.0,1982-09-01,"['Jazz-Funk', 'Pop Reggae', 'Jazz Poetry']",[],['Gil Scott-Heron']
909,Spirits,LP,TVT,70.0,71.0,1994-03-29,"['Soul Jazz', 'Jazz-Funk', 'Spoken Word', 'Jazz-Rock', 'Trip Hop']","['political,  nocturnal,  poetic,  passionate,  sentimental,  male vocals,  conscious']",['Gil Scott-Heron']
910,I'm New Here,LP,XL,,72.0,2010-02-08,"['Spoken Word', 'Post-Industrial', 'Blues', 'Poetry', 'Trip Hop', 'Soul', 'Electronic']","['existential,  introspective,  conscious,  nocturnal,  urban,  suspenseful,  minimalistic,  poetic,  atmospheric,  eclectic,  lonely,  sparse,  cold,  ominous,  serious,  surreal,  futuristic,  sombre,  alienation']",['Gil Scott-Heron']
911,Roots,LP,Curtom,90.0,77.0,1996-06-30,"['Chicago Soul', 'Funk', 'Smooth Soul', 'Psychedelic Soul']","['uplifting,  optimistic,  sexual,  melodic,  rhythmic,  political,  lush,  warm,  conscious,  sensual,  psychedelic,  androgynous vocals,  male vocals,  energetic,  hypnotic,  triumphant,  poetic']",['Curtis Mayfield']
912,Superfly,LP,Curtom,97.0,81.0,1994-01-08,"['Film Soundtracks 1970-74', 'Film Soundtrack', 'Chicago Soul', 'Funk', 'Psychedelic Soul']","['urban,  rhythmic,  drugs,  crime,  passionate,  male vocals,  conscious,  melodic,  political,  concept album,  mellow,  energetic,  warm,  nocturnal,  uplifting,  sensual,  triumphant,  lush,  androgynous vocals']",['Curtis Mayfield']
913,Back to the World,LP,Curtom,60.0,74.0,1973-09-01,"['Chicago Soul', 'Funk', 'Smooth Soul', 'Psychedelic Soul']","['political,  conscious,  male vocals']",['Curtis Mayfield']
914,Sweet Exorcist,LP,Curtom,60.0,71.0,1974-05-01,"['Chicago Soul', 'Funk']",['conscious'],['Curtis Mayfield']
915,Got to Find a Way,LP,Curtom,,73.0,1974-11-01,"['Chicago Soul', 'Soul', 'Funk', 'Smooth Soul']",['male vocals'],['Curtis Mayfield']
917,"Give, Get, Take and Have",LP,Curtom,,65.0,1991-10-21,"['Chicago Soul', 'Soul', 'Funk']","['love,  mellow,  male vocals,  romantic']",['Curtis Mayfield']
918,Never Say You Can't Survive,LP,Curtom,50.0,64.0,1994-09-01,"['Smooth Soul', 'Soul', 'Chicago Soul']",[],['Curtis Mayfield']
919,Do It All Night,LP,Curtom,,56.0,1978-10-01,"['Disco', 'Smooth Soul', 'Soul', 'Funk']",[],['Curtis Mayfield']
920,Heartbeat,LP,RSO,,55.0,1979-01-01,"['Soul', 'Disco', 'Funk']",['male vocals'],['Curtis Mayfield']
921,Something to Believe In,LP,Curtom,,63.0,1980-09-01,"['Smooth Soul', 'Disco', 'Soul']","['love,  mellow,  male vocals']",['Curtis Mayfield']
922,Love Is the Place,LP,Boardwalk,,56.0,1981-01-01,"['Soul', 'Smooth Soul', 'Disco']",[],['Curtis Mayfield']
923,Honesty,LP,Boardwalk,,58.0,1982-01-01,"['Soul', 'Smooth Soul', 'Funk']",[],['Curtis Mayfield']
924,We Come in Peace With a Message of Love,LP,Polarvox,,56.0,1985-09-01,"['Soul', 'Disco', 'Funk']",[],['Curtis Mayfield']
925,Take It to the Streets,LP,Curtom,,49.0,1990-03-01,"['Soul', 'New Jack Swing']",[],['Curtis Mayfield']
926,New World Order,LP,Warner Bros.,70.0,65.0,1996-10-01,"['Soul', 'Contemporary R&B', 'Neo-Soul', 'New Jack Swing']",[],['Curtis Mayfield']
927,Here Come the Warm Jets,LP,Virgin Records,94.0,84.0,1990-08-31,"['Art Rock', 'Experimental Rock', 'Glam Rock']","['playful,  surreal,  quirky,  male vocals,  abstract,  manic,  sarcastic,  energetic,  humorous,  eclectic,  melodic,  avant-garde,  cryptic,  complex,  futuristic,  psychedelic,  bittersweet,  noisy,  ominous']",['Brian Eno']
930,Before and After Science,LP,Polydor,93.0,79.0,1977-11-23,"['Art Rock', 'Ambient', 'New Wave', 'Electronic', 'Art Pop']","['atmospheric,  surreal,  male vocals,  playful,  mellow,  futuristic,  ethereal,  lush,  warm,  quirky,  abstract,  calm,  poetic,  psychedelic,  rhythmic,  cryptic,  eclectic,  avant-garde,  melancholic,  existential']",['Brian Eno']
933,Lou Reed,LP,RCA Victor,80.0,64.0,2006-08-23,"['Rock', 'Glam Rock', 'Art Rock', 'Garage Rock']","['male vocals,  playful,  love,  breakup,  urban,  bittersweet']",['Lou Reed']
934,Transformer,LP,RCA Victor,84.0,78.0,1972-11-08,"['Glam Rock', 'Pop Rock', 'Art Rock']","['sexual,  LGBT,  drugs,  urban,  male vocals,  humorous,  melodic,  bittersweet,  hedonistic,  deadpan,  sarcastic,  melancholic,  playful,  quirky,  rhythmic,  nocturnal']",['Lou Reed']
935,Berlin,LP,RCA,81.0,77.0,1987-09-15,"['Art Rock', 'Rock Opera', 'Singer/Songwriter']","['depressive,  sad,  rock opera,  male vocals,  poetic,  urban,  bittersweet,  dark,  concept album,  breakup,  drugs,  nihilistic,  lush,  melodic,  death,  pessimistic,  alienation,  misanthropic,  introspective,  suicide,  deadpan']",['Lou Reed']
936,Sally Can't Dance,LP,RCA Victor,40.0,64.0,2001-02-20,"['Rock', 'Art Rock', 'Glam Rock', 'Pop Rock']",['male vocals'],['Lou Reed']
937,Metal Machine Music: The Amine β Ring,LP,RCA Records,49.0,60.0,2000-10-10,"['Noise', 'Drone']","['noisy,  instrumental,  dissonant,  avant-garde,  dense,  atonal,  atmospheric,  chaotic,  psychedelic,  hypnotic,  meditative,  anxious,  repetitive,  ominous,  mechanical,  raw']",['Lou Reed']
938,Coney Island Baby,LP,RCA Victor,85.0,72.0,2006-08-23,"['Pop Rock', 'Singer/Songwriter', 'Glam Rock', 'Soft Rock']","['warm,  romantic,  passionate,  sarcastic,  male vocals,  mellow,  LGBT,  playful,  quirky,  hedonistic,  love,  drugs']",['Lou Reed']
939,Rock and Roll Heart,LP,Arista,40.0,56.0,2000-04-04,"['Pop Rock', 'Glam Rock']",['male vocals'],['Lou Reed']
940,Street Hassle,LP,Arista,75.0,70.0,1991-10-22,"['Glam Rock', 'Rock', 'Art Rock', 'Satire']","['urban,  hedonistic,  male vocals,  vulgar,  sexual,  deadpan,  LGBT,  sarcastic,  humorous,  nihilistic,  manic,  repetitive,  noisy,  rebellious,  nocturnal,  pessimistic,  misanthropic,  raw,  playful,  death,  self-hatred,  minimalistic,  chaotic,  violence,  drugs,  crime,  aggressive,  angry,  dark,  surreal,  apathetic,  disturbing']",['Lou Reed']
941,The Bells,LP,Arista,80.0,63.0,1992-04-21,"['Glam Rock', 'Art Rock', 'Experimental Rock']","['male vocals,  repetitive,  dark,  urban,  Wall of Sound,  rhythmic']",['Lou Reed']
942,Growing Up in Public,LP,Arista,50.0,56.0,1992-04-21,"['Rock', 'Singer/Songwriter', 'Glam Rock']","['philosophical,  rhythmic,  uplifting,  urban,  male vocals,  conscious']",['Lou Reed']
943,The Blue Mask,LP,RCA Victor,90.0,71.0,1990-01-01,"['Singer/Songwriter', 'Art Rock', 'Rock', 'Alternative Rock']","['introspective,  male vocals,  poetic,  passionate,  deadpan,  atmospheric,  love,  angry,  ominous,  anxious,  dark,  violence,  humorous,  alienation,  alcohol']",['Lou Reed']
944,Legendary Hearts,LP,RCA Victor,76.0,64.0,2006-09-20,"['Rock', 'Art Rock', 'Singer/Songwriter', 'Acoustic Rock']","['alcohol,  introspective,  concept album,  melancholic,  deadpan,  breakup,  sarcastic,  angry,  male vocals,  sad']",['Lou Reed']
945,New Sensations,LP,RCA,76.0,64.0,2006-09-20,"['Pop Rock', 'New Wave', 'Singer/Songwriter']","['male vocals,  warm,  uplifting,  energetic,  optimistic,  humorous']",['Lou Reed']
946,Mistrial,LP,RCA,60.0,47.0,1988-09-26,"['Pop Rock', 'New Wave', 'Synthpop', 'AOR']","['melodic,  male vocals,  energetic,  humorous,  deadpan,  sarcastic']",['Lou Reed']
947,New York,LP,Sire,90.0,75.0,1989-01-06,"['Rock', 'Singer/Songwriter', 'Art Rock', 'Punk Blues', 'Beat Poetry', 'Heartland Rock']","['urban,  poetic,  political,  sarcastic,  deadpan,  male vocals,  conscious,  anthemic,  raw,  serious,  violence,  rhythmic,  concept album,  protest,  energetic,  pessimistic']",['Lou Reed']
949,Set the Twilight Reeling,LP,Warner Bros.,70.0,65.0,1996-02-20,"['Rock', 'Art Rock', 'Hard Rock', 'Alternative Rock', 'Rock & Roll']","['introspective,  happy,  warm,  romantic,  humorous,  uplifting,  playful,  love,  passionate,  male vocals,  optimistic']",['Lou Reed']
950,The Raven,LP,Sire,54.0,56.0,2003-01-28,"['Art Rock', 'Experimental Rock', 'Poetry', 'Spoken Word', 'Noise Rock', 'Singer/Songwriter', 'Radio Drama']","['male vocals,  concept album,  female vocals,  vulgar,  existential,  infernal,  surreal,  nocturnal,  dark,  philosophical,  disturbing,  suicide,  alienation,  poetic,  avant-garde,  eclectic,  introspective,  ominous,  ensemble']",['Lou Reed']
952,The Idiot,LP,RCA Victor,95.0,77.0,1977-03-18,"['Art Rock', 'Post-Punk', 'Industrial Rock']","['dark,  cold,  drugs,  hedonistic,  nihilistic,  anxious,  atmospheric,  nocturnal,  alienation,  male vocals,  sombre,  lonely,  ominous,  mechanical,  playful,  urban,  surreal,  abstract,  sexual,  existential']",['Iggy Pop']
953,Lust for Life,LP,RCA,97.0,76.0,1977-09-09,"['Rock', 'Art Rock', 'Post-Punk', 'Garage Rock', 'Punk Rock']","['energetic,  sexual,  playful,  male vocals,  passionate,  raw,  rebellious,  love,  anthemic,  drugs']",['Iggy Pop']
954,New Values,LP,Arista,75.0,69.0,2007-07-25,"['New Wave', 'Punk Rock', 'Post-Punk']","['playful,  male vocals,  energetic']",['Iggy Pop']
956,Soldier,LP,Arista,55.0,61.0,1980-01-01,"['Punk Rock', 'New Wave', 'Post-Punk']","['male vocals,  raw,  energetic']",['Iggy Pop']
957,Party,LP,Arista,40.0,57.0,2000-07-11,"['Post-Punk', 'New Wave', 'Punk Rock']",['male vocals'],['Iggy Pop']
958,Zombie Birdhouse,LP,Animal,55.0,63.0,2003-09-09,"['Post-Punk', 'New Wave', 'Experimental Rock']","['quirky,  male vocals,  eclectic,  playful,  poetic']",['Iggy Pop']
959,Instinct,LP,A&M,50.0,59.0,1988-06-20,['Hard Rock'],"['energetic,  male vocals']",['Iggy Pop']
960,Brick by Brick,LP,Virgin America,82.0,65.0,1990-07-10,"['Rock', 'Post-Punk', 'Hard Rock', 'Alternative Rock']",['energetic'],['Iggy Pop']
961,American Caesar,LP,Virgin,79.0,69.0,1993-09-07,"['Alternative Rock', 'Punk Rock']","['energetic,  male vocals']",['Iggy Pop']
962,Naughty Little Doggie,LP,Virgin,63.0,62.0,1996-02-01,"['Rock', 'Hard Rock']","['energetic,  male vocals']",['Iggy Pop']
963,Avenue B,LP,Virgin,52.0,61.0,1999-09-14,['Art Rock'],['sombre'],['Iggy Pop']
964,Beat Em Up,LP,Virgin,45.0,56.0,2001-07-17,"['Hard Rock', 'Alternative Rock', 'Punk Rock', 'Alternative Metal']","['raw,  rebellious,  energetic']",['Iggy Pop']
965,Skull Ring,LP,Virgin,60.0,61.0,2003-11-04,"['Hard Rock', 'Punk Rock']","['male vocals,  energetic']",['Iggy Pop']
966,Préliminaires,LP,EMI,59.0,61.0,2009-05-25,"['Singer/Songwriter', 'Chanson', 'Cabaret', 'Blues Rock', 'Jazz', 'Acoustic Rock']","['hypnotic,  atmospheric,  mellow,  introspective,  ballad,  male vocals,  sensual,  nocturnal']",['Iggy Pop']
970,Free,LP,Loma Vista,71.0,58.0,2019-09-06,"['Art Rock', 'Poetry', 'Ambient', 'Jazz', 'Spoken Word']","['atmospheric,  melancholic,  male vocals,  poetic,  pessimistic,  romantic,  sombre,  surreal,  psychedelic,  abstract,  cryptic']",['Iggy Pop']
972,Four from Twelve,EP,,,67.0,2007-01-01,"['Rock', 'Folk Rock']",['female vocals'],['Patti Smith']
973,Horses,LP,Arista,98.0,78.0,1975-12-13,"['Proto-Punk', 'Singer/Songwriter', 'Art Rock', 'Garage Rock', 'Poetry', 'Art Punk', 'Piano Rock']","['poetic,  energetic,  rebellious,  female vocals,  raw,  passionate,  cryptic,  LGBT,  playful,  quirky,  chaotic,  sarcastic,  heavy']",['Patti Smith']
977,Dream of Life,LP,Arista,68.0,65.0,1996-06-18,"['Art Rock', 'Singer/Songwriter', 'Jangle Pop']","['female vocals,  rhythmic,  mellow,  philosophical,  melodic,  poetic,  conscious,  anthemic,  optimistic']",['Patti Smith']
978,Gone Again,LP,Arista,82.0,70.0,1996-06-18,"['Singer/Songwriter', 'Rock', 'Art Rock', 'Folk Rock']",['female vocals'],['Patti Smith']
980,Gung Ho,LP,Arista,67.0,65.0,2000-03-21,"['Singer/Songwriter', 'Rock', 'Alternative Rock']",['female vocals'],['Patti Smith']
981,Trampin',LP,Columbia,74.0,70.0,2004-04-27,"['Singer/Songwriter', 'Art Rock', 'Rock', 'Alternative Rock', 'Folk Rock']",['female vocals'],['Patti Smith']
982,Twelve,LP,Columbia,61.0,63.0,2007-04-24,"['Folk Rock', 'Rock', 'Psychedelic Rock']",['female vocals'],['Patti Smith']
983,Banga,LP,Columbia,79.0,69.0,2012-06-05,"['Singer/Songwriter', 'Art Rock', 'Folk Rock']",['female vocals'],['Patti Smith']
